Entry	Entry Name	Protein names	Gene Names	Length	Pathway	Gene Ontology (biological process)	Gene Ontology IDs
A0A433U3E7	A0A433U3E7_ELYCH	BESS domain-containing protein	EGW08_003951	275		DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0005634; GO:0006351; GO:0006355
A0A433U3F6	A0A433U3F6_ELYCH	Chitin-binding type-2 domain-containing protein	EGW08_003916	705			GO:0005576; GO:0008061; GO:0016020
A0A433U3G4	A0A433U3G4_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.26)	EGW08_003901	823	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906, ECO:0000256|PIRNR:PIRNR001569}.	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0016567; GO:0061630
A0A433U3G7	A0A433U3G7_ELYCH	Dual specificity protein phosphatase (EC 3.1.3.16) (EC 3.1.3.48)	EGW08_003867	389		protein dephosphorylation [GO:0006470]	GO:0004725; GO:0006470; GO:0017017; GO:0017018
A0A433U3H6	A0A433U3H6_ELYCH	Mitochondrial import inner membrane translocase subunit	EGW08_003837	95		protein transport [GO:0015031]	GO:0005743; GO:0015031
A0A433U3I4	A0A433U3I4_ELYCH	C-mannosyltransferase DPY19L3	EGW08_003832	734		protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan [GO:0018406]	GO:0000030; GO:0016020; GO:0018406
A0A433U3J3	A0A433U3J3_ELYCH	Importin subunit alpha	EGW08_003840	534		protein import into nucleus [GO:0006606]	GO:0005737; GO:0006606; GO:0061608
A0A433U3J4	A0A433U3J4_ELYCH	ATP-dependent RNA helicase (EC 3.6.4.13)	EGW08_003841	817			GO:0003723; GO:0003724; GO:0005524; GO:0016887
A0A433U3J9	A0A433U3J9_ELYCH	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	EGW08_003842	821	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from deamido-NAD(+) (L-Gln route): step 1/1. {ECO:0000256|ARBA:ARBA00005188}.	NAD biosynthetic process [GO:0009435]	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0009435
A0A433U3L1	A0A433U3L1_ELYCH	VWFA domain-containing protein	EGW08_003839	842		endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]	GO:0006886; GO:0006888; GO:0030127
A0A433U3L6	A0A433U3L6_ELYCH	DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-)	EGW08_003836	336		DNA repair [GO:0006281]	GO:0003677; GO:0004519; GO:0006281; GO:0046872
A0A433U3N0	A0A433U3N0_ELYCH	Uncharacterized protein	EGW08_003812	749			GO:0003700; GO:0005634; GO:0008270; GO:0043565
A0A433U3N2	A0A433U3N2_ELYCH	Homeobox domain-containing protein	EGW08_003784	665			GO:0000981; GO:0003677; GO:0005634
A0A433U3N4	A0A433U3N4_ELYCH	S-adenosylmethionine synthase (EC 2.5.1.6)	EGW08_003828	408	PATHWAY: Amino-acid biosynthesis; S-adenosyl-L-methionine biosynthesis; S-adenosyl-L-methionine from L-methionine: step 1/1. {ECO:0000256|ARBA:ARBA00005224, ECO:0000256|RuleBase:RU000541}.	one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0046872
A0A433U3N8	A0A433U3N8_ELYCH	Transmembrane protein 258 (Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit TMEM258)	EGW08_003844	79		protein N-linked glycosylation [GO:0006487]	GO:0006487; GO:0034998
A0A433U3P8	A0A433U3P8_ELYCH	Homeobox domain-containing protein	EGW08_003786	538			GO:0000981; GO:0003677; GO:0005634
A0A433U3Q0	A0A433U3Q0_ELYCH	Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	EGW08_003830	653		peptidyl-glutamic acid carboxylation [GO:0017187]	GO:0005789; GO:0008488; GO:0017187
A0A433U3T5	A0A433U3T5_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_003802	439			GO:0004930; GO:0016020
A0A433U3T9	A0A433U3T9_ELYCH	MADF domain-containing protein	EGW08_003744	261		DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0005634; GO:0006351; GO:0006355
A0A433U3U1	A0A433U3U1_ELYCH	MADF domain-containing protein	EGW08_003732	255		DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0005634; GO:0006351; GO:0006355
A0A433U3X0	A0A433U3X0_ELYCH	Spo11/DNA topoisomerase VI subunit A N-terminal domain-containing protein	EGW08_003738	367		DNA metabolic process [GO:0006259]; meiotic DNA double-strand break formation [GO:0042138]	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006259; GO:0016787; GO:0042138; GO:0046872
A0A433U411	A0A433U411_ELYCH	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	EGW08_003659	126			GO:0005743; GO:0005758; GO:0070469
A0A433U452	A0A433U452_ELYCH	Palmitoyltransferase (EC 2.3.1.225)	EGW08_003683	292			GO:0016020; GO:0019706
A0A433U484	A0A433U484_ELYCH	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein	EGW08_003626	601			GO:0004888; GO:0022848; GO:0045211
A0A433U4B0	A0A433U4B0_ELYCH	15-oxoprostaglandin 13-reductase (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase)	EGW08_003602	377			GO:0036132; GO:0047522
A0A433U4C0	A0A433U4C0_ELYCH	beta-N-acetylhexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	EGW08_003610	918		carbohydrate metabolic process [GO:0005975]	GO:0004563; GO:0005975; GO:0030247; GO:0102148
A0A433U4C1	A0A433U4C1_ELYCH	Delta-like protein	EGW08_003567	269		cell communication [GO:0007154]	GO:0005509; GO:0007154; GO:0016020
A0A433U4C2	A0A433U4C2_ELYCH	Protein kinase domain-containing protein	EGW08_003613	406		protein phosphorylation [GO:0006468]	GO:0004674; GO:0005524; GO:0006468
A0A433U4D2	A0A433U4D2_ELYCH	Homeobox domain-containing protein	EGW08_003559	547			GO:0000981; GO:0003677; GO:0005634
A0A433U4F8	A0A433U4F8_ELYCH	chitin synthase (EC 2.4.1.16)	EGW08_003510	692			GO:0004100; GO:0016020
A0A433U4H5	A0A433U4H5_ELYCH	Peptidase metallopeptidase domain-containing protein	EGW08_003519	615		proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0008270; GO:0031012
A0A433U4L1	A0A433U4L1_ELYCH	Neurotransmitter-gated ion-channel transmembrane domain-containing protein	EGW08_003470	429			GO:0004888; GO:0005230; GO:0005886
A0A433U4L6	A0A433U4L6_ELYCH	heparosan-N-sulfate-glucuronate 5-epimerase (EC 5.1.3.17)	EGW08_003543	621	PATHWAY: Glycan metabolism; heparin biosynthesis. {ECO:0000256|ARBA:ARBA00004841}.	carbohydrate metabolic process [GO:0005975]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; heparin biosynthetic process [GO:0030210]	GO:0005975; GO:0015012; GO:0030210; GO:0047464
A0A433U4L8	A0A433U4L8_ELYCH	Ig-like domain-containing protein	EGW08_003545	591			GO:0000124; GO:0003712; GO:0016020
A0A433U4M3	A0A433U4M3_ELYCH	UV excision repair protein RAD23	EGW08_003486	378		nucleotide-excision repair [GO:0006289]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0003684; GO:0005654; GO:0005829; GO:0006289; GO:0031593; GO:0043130; GO:0043161
A0A433U4P1	A0A433U4P1_ELYCH	26S proteasome non-ATPase regulatory subunit 1	EGW08_003477	1023		regulation of protein catabolic process [GO:0042176]	GO:0000502; GO:0030234; GO:0042176
A0A433U4S5	A0A433U4S5_ELYCH	Phosphoglycerate kinase (EC 2.7.2.3)	EGW08_003420	349	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 2/5. {ECO:0000256|ARBA:ARBA00004838, ECO:0000256|RuleBase:RU000532}.	glycolytic process [GO:0006096]; phosphorylation [GO:0016310]	GO:0004618; GO:0005524; GO:0006096; GO:0016310
A0A433U4S7	A0A433U4S7_ELYCH	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	EGW08_003418	335		iron-sulfur cluster assembly [GO:0016226]	GO:0005524; GO:0005737; GO:0016226; GO:0042995; GO:0046872; GO:0051539; GO:0140663
A0A433U4T4	A0A433U4T4_ELYCH	Lipase domain-containing protein	EGW08_003380	407		lipid metabolic process [GO:0006629]	GO:0005576; GO:0006629; GO:0016298; GO:0046872; GO:0052689
A0A433U4T8	A0A433U4T8_ELYCH	Nucleoprotein TPR	EGW08_003392	2405		protein import into nucleus [GO:0006606]	GO:0005643; GO:0006606; GO:0034399
A0A433U4U2	A0A433U4U2_ELYCH	Enoyl-CoA hydratase	EGW08_003391	759	PATHWAY: Lipid metabolism; fatty acid beta-oxidation. {ECO:0000256|ARBA:ARBA00005005}.	fatty acid beta-oxidation [GO:0006635]	GO:0003857; GO:0004300; GO:0006635; GO:0016507; GO:0070403
A0A433U4W5	A0A433U4W5_ELYCH	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	EGW08_003389	293		positive regulation of DNA repair [GO:0045739]	GO:0045739; GO:0070531; GO:0070552
A0A433U4Z3	A0A433U4Z3_ELYCH	SAM domain-containing protein	EGW08_003408	677		apoptotic process [GO:0006915]; protein tetramerization [GO:0051262]	GO:0000976; GO:0003700; GO:0005634; GO:0006915; GO:0046872; GO:0051262
A0A433U4Z6	A0A433U4Z6_ELYCH	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100)	EGW08_003405	287		C-terminal protein methylation [GO:0006481]	GO:0004671; GO:0005789; GO:0006481
A0A433U4Z7	A0A433U4Z7_ELYCH	RING-type domain-containing protein	EGW08_003409	763			GO:0005737; GO:0008270
A0A433U524	A0A433U524_ELYCH	Peptidase M12B domain-containing protein	EGW08_003317	498		proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0046872
A0A433U560	A0A433U560_ELYCH	Insulin-like domain-containing protein	EGW08_003305	161			GO:0005179; GO:0005576; GO:0030133
A0A433U569	A0A433U569_ELYCH	Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein)	EGW08_003222	931		mRNA splicing, via spliceosome [GO:0000398]	GO:0000398
A0A433U575	A0A433U575_ELYCH	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Ribophorin-2)	EGW08_003369	250	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|RuleBase:RU366029}.	protein N-linked glycosylation [GO:0006487]	GO:0006487; GO:0008250
A0A433U577	A0A433U577_ELYCH	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	EGW08_003232	241	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000256|ARBA:ARBA00005194, ECO:0000256|RuleBase:RU363109}.	fatty acid biosynthetic process [GO:0006633]	GO:0005789; GO:0006633; GO:0016829
A0A433U5A7	A0A433U5A7_ELYCH	Netrin-1	EGW08_003244	649			GO:0005576
A0A433U5A9	A0A433U5A9_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.27)	EGW08_003196	117	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906, ECO:0000256|RuleBase:RU367105}.	Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0005737; GO:0007219; GO:0016567; GO:0046872; GO:0061630
A0A433U5B7	A0A433U5B7_ELYCH	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	EGW08_003254	1034		protein ubiquitination [GO:0016567]	GO:0004842; GO:0008270; GO:0016567
A0A433U5C1	A0A433U5C1_ELYCH	Innexin	inx EGW08_003210	443		monoatomic ion transport [GO:0006811]	GO:0005886; GO:0005921; GO:0006811
A0A433U5D3	A0A433U5D3_ELYCH	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	EGW08_003198	1247	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.	Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0007219; GO:0016567; GO:0016740; GO:0046872
A0A433U5D6	A0A433U5D6_ELYCH	Cytochrome P450	EGW08_003217	506			GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
A0A433U5G9	A0A433U5G9_ELYCH	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	EGW08_003178	204			GO:0005524; GO:0030272; GO:0046872
A0A433U5K5	A0A433U5K5_ELYCH	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 tri-snRNP-associated protein 3)	EGW08_003181	152		mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	GO:0005634; GO:0006397; GO:0008380
A0A433U5L5	A0A433U5L5_ELYCH	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	EGW08_003079	398		methylation [GO:0032259]	GO:0005739; GO:0032259; GO:0035243
A0A433U5M2	A0A433U5M2_ELYCH	Dolichol-phosphate mannosyltransferase subunit 3	EGW08_003133	99	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|RuleBase:RU365085}.	protein glycosylation [GO:0006486]	GO:0005789; GO:0006486
A0A433U5M3	A0A433U5M3_ELYCH	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein	EGW08_003111	490			GO:0004888; GO:0005230; GO:0016020
A0A433U5Q5	A0A433U5Q5_ELYCH	Guanylate cyclase domain-containing protein	EGW08_003100	504		cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	GO:0009190; GO:0016020; GO:0016849; GO:0035556
A0A433U5R1	A0A433U5R1_ELYCH	Guanylate cyclase domain-containing protein	EGW08_003128	268		cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	GO:0009190; GO:0016849; GO:0035556
A0A433U5V7	A0A433U5V7_ELYCH	EGF-like domain-containing protein	EGW08_003032	1709		endocytosis [GO:0006897]	GO:0005509; GO:0006897; GO:0016020
A0A433U5X8	A0A433U5X8_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_003010	400			GO:0004930; GO:0016020
A0A433U5Z6	A0A433U5Z6_ELYCH	TOG domain-containing protein	EGW08_003030	1954		establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; microtubule polymerization [GO:0046785]; spindle organization [GO:0007051]	GO:0005737; GO:0007051; GO:0030951; GO:0043232; GO:0046785; GO:0051010; GO:0061863; GO:0099080
A0A433U5Z7	A0A433U5Z7_ELYCH	GMP synthase (glutamine-hydrolyzing) (EC 6.3.5.2) (Glutamine amidotransferase)	EGW08_002990	685	PATHWAY: Purine metabolism; GMP biosynthesis; GMP from XMP (L-Gln route): step 1/1. {ECO:0000256|ARBA:ARBA00005153}.	glutamine metabolic process [GO:0006541]	GO:0003921; GO:0005524; GO:0006541
A0A433U617	A0A433U617_ELYCH	Transporter	EGW08_002941	689			GO:0015293; GO:0016020
A0A433U634	A0A433U634_ELYCH	Mitochondria-eating protein (Spermatogenesis-associated protein 18)	EGW08_002961	567		mitochondrial protein catabolic process [GO:0035694]	GO:0005741; GO:0035694
A0A433U651	A0A433U651_ELYCH	Dynein heavy chain C-terminal domain-containing protein	EGW08_002923	1092		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433U652	A0A433U652_ELYCH	Cadherin domain-containing protein	EGW08_002958	1381		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156
A0A433U662	A0A433U662_ELYCH	Dynein heavy chain ATP-binding dynein motor region domain-containing protein	EGW08_002922	714		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433U667	A0A433U667_ELYCH	Core-binding factor subunit beta	EGW08_002929	290			GO:0003713; GO:0005634
A0A433U687	A0A433U687_ELYCH	4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (Probable 2-keto-4-hydroxyglutarate aldolase)	EGW08_002862	328			GO:0008700
A0A433U6A2	A0A433U6A2_ELYCH	Zinc finger CCCH domain-containing protein 14	EGW08_003028	1102		negative regulation of mRNA polyadenylation [GO:1900364]; regulation of mRNA stability [GO:0043488]	GO:0005634; GO:0008143; GO:0043488; GO:0046872; GO:1900364
A0A433U6A5	A0A433U6A5_ELYCH	Protein kinase domain-containing protein	EGW08_002881	383		protein phosphorylation [GO:0006468]	GO:0004674; GO:0005524; GO:0006468
A0A433U6C4	A0A433U6C4_ELYCH	Peroxisome assembly protein 12 (Peroxin-12)	EGW08_002981	350	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.	protein import into peroxisome matrix [GO:0016558]	GO:0005778; GO:0008270; GO:0016558
A0A433U6C5	A0A433U6C5_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002902	923			GO:0004930; GO:0016020
A0A433U6D0	A0A433U6D0_ELYCH	Sodium-dependent phosphate transport protein 2A	EGW08_002897	437		sodium-dependent phosphate transport [GO:0044341]	GO:0005436; GO:0016324; GO:0044341
A0A433U6D8	A0A433U6D8_ELYCH	Myosin motor domain-containing protein	EGW08_002905	581			GO:0003774; GO:0003779; GO:0005524; GO:0016459
A0A433U6F8	A0A433U6F8_ELYCH	RNA-binding protein NOB1	EGW08_002904	478		ribosomal small subunit biogenesis [GO:0042274]	GO:0004521; GO:0005634; GO:0042274; GO:0046872
A0A433U6G2	A0A433U6G2_ELYCH	Dynein light intermediate chain	EGW08_002844	301		microtubule-based movement [GO:0007018]	GO:0005524; GO:0005737; GO:0005868; GO:0005874; GO:0007018
A0A433U6G7	A0A433U6G7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002809	742			GO:0004983; GO:0016020
A0A433U6I8	A0A433U6I8_ELYCH	Importin-13	EGW08_002753	961		intracellular protein transport [GO:0006886]; nucleocytoplasmic transport [GO:0006913]	GO:0005634; GO:0006886; GO:0006913; GO:0031267
A0A433U6J9	A0A433U6J9_ELYCH	RING-type domain-containing protein	EGW08_002851	1994			GO:0004842; GO:0008270; GO:0071797
A0A433U6K9	A0A433U6K9_ELYCH	Snurportin-1 (RNA U transporter 1)	EGW08_002758	404		protein import into nucleus [GO:0006606]; snRNA import into nucleus [GO:0061015]	GO:0003723; GO:0005634; GO:0005737; GO:0006606; GO:0061015; GO:0061608
A0A433U6M2	A0A433U6M2_ELYCH	FRG1-like protein	EGW08_002768	267		muscle organ development [GO:0007517]	GO:0005730; GO:0007517; GO:0015030
A0A433U6P4	A0A433U6P4_ELYCH	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	EGW08_002704	239		regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003712; GO:0006357; GO:0016592
A0A433U6P9	A0A433U6P9_ELYCH	Glycerophosphocholine acyltransferase 1	EGW08_002761	435		lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016746
A0A433U6S0	A0A433U6S0_ELYCH	TNF family profile domain-containing protein	EGW08_002713	369		immune response [GO:0006955]	GO:0005164; GO:0006955; GO:0016020
A0A433U6S1	A0A433U6S1_ELYCH	Clock	EGW08_002720	856		circadian regulation of gene expression [GO:0032922]	GO:0000981; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0032922; GO:0046983
A0A433U6U6	A0A433U6U6_ELYCH	Cadherin domain-containing protein	EGW08_002718	995		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156
A0A433U6V2	A0A433U6V2_ELYCH	t-SNARE coiled-coil homology domain-containing protein	EGW08_002697	213		intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	GO:0005484; GO:0005794; GO:0006886; GO:0016020; GO:0016192
A0A433U739	A0A433U739_ELYCH	Protein sleepless	EGW08_002731	165		positive regulation of voltage-gated potassium channel activity [GO:1903818]; regulation of synaptic transmission, cholinergic [GO:0032222]; sleep [GO:0030431]	GO:0016020; GO:0030431; GO:0032222; GO:1903818
A0A433U757	A0A433U757_ELYCH	Cytochrome P450	EGW08_002587	118			GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
A0A433U764	A0A433U764_ELYCH	Sugar phosphate transporter domain-containing protein	EGW08_002578	469		transmembrane transport [GO:0055085]	GO:0016020; GO:0055085
A0A433U768	A0A433U768_ELYCH	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	EGW08_002596	1262	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-methionine from L-homocysteine (MetH route): step 1/1. {ECO:0000256|ARBA:ARBA00005178, ECO:0000256|PIRNR:PIRNR000381}.	methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]	GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0042558
A0A433U773	A0A433U773_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002518	265			GO:0004930; GO:0016020
A0A433U798	A0A433U798_ELYCH	Deacetylase sirtuin-type domain-containing protein	EGW08_002523	1116			GO:0016740; GO:0046872; GO:0070403
A0A433U7A3	A0A433U7A3_ELYCH	CUB domain-containing protein	EGW08_002511	307			GO:0016020
A0A433U7A5	A0A433U7A5_ELYCH	Serine hydroxymethyltransferase (EC 2.1.2.1)	EGW08_002537	465	PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000256|ARBA:ARBA00004777, ECO:0000256|RuleBase:RU000585}.	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	GO:0004372; GO:0019264; GO:0030170; GO:0035999
A0A433U7B0	A0A433U7B0_ELYCH	Proliferating cell nuclear antigen	EGW08_002534	262		DNA replication [GO:0006260]; regulation of DNA replication [GO:0006275]	GO:0003677; GO:0005634; GO:0006260; GO:0006275; GO:0030337
A0A433U7B7	A0A433U7B7_ELYCH	protein-serine/threonine phosphatase (EC 3.1.3.16)	EGW08_002443	397		negative regulation of actin filament polymerization [GO:0030837]	GO:0003779; GO:0017018; GO:0030837
A0A433U7D9	A0A433U7D9_ELYCH	GATOR complex protein NPRL3 (Nitrogen permease regulator 3-like protein)	EGW08_002463	612		cellular response to amino acid starvation [GO:0034198]; negative regulation of TOR signaling [GO:0032007]	GO:0005764; GO:0032007; GO:0034198; GO:1990130
