Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
H6WB76	unreviewed	H6WB76_VAULI	Carbonic anhydrase (EC 4.2.1.1)	CA_alpha	Vaucheria litorea (Yellow-green alga)	342	GO:0004089; GO:0008270
H6WB77	unreviewed	H6WB77_VAULI	Carbonic anhydrase (EC 4.2.1.1)	CA_alpha	Vaucheria litorea (Yellow-green alga)	261	GO:0004089; GO:0008270
H6WB78	unreviewed	H6WB78_VAULI	Pyrophosphate-dependant phosphofructokinase	PPi_pfk	Vaucheria litorea (Yellow-green alga)	509	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872
H6WB79	unreviewed	H6WB79_VAULI	transketolase (EC 2.2.1.1)	tkt	Vaucheria litorea (Yellow-green alga)	724	GO:0004802; GO:0046872
H6WB81	unreviewed	H6WB81_VAULI	GrpE protein homolog	Hsp_GrpE	Vaucheria litorea (Yellow-green alga)	245	GO:0000774; GO:0005759; GO:0006457; GO:0042803; GO:0051087
H6WB86	unreviewed	H6WB86_VAULI	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	ThrRS	Vaucheria litorea (Yellow-green alga)	778	GO:0004829; GO:0005524; GO:0005737; GO:0006435
H6WB91	unreviewed	H6WB91_VAULI	inorganic diphosphatase (EC 3.6.1.1)		Vaucheria litorea (Yellow-green alga)	283	GO:0000287; GO:0004427; GO:0005737; GO:0006796
H6WB92	unreviewed	H6WB92_VAULI	peptidylprolyl isomerase (EC 5.2.1.8)		Vaucheria litorea (Yellow-green alga)	449	GO:0003755; GO:0006457; GO:0015031
H6WB94	unreviewed	H6WB94_VAULI	Tryptophan synthase (EC 4.2.1.20)	trpAB	Vaucheria litorea (Yellow-green alga)	651	GO:0004834
H6WBB6	unreviewed	H6WBB6_VAULI	phosphatidylinositol-3-phosphatase (EC 3.1.3.64)		Vaucheria litorea (Yellow-green alga)	882	GO:0004438; GO:0016311
Q0GTV1	unreviewed	Q0GTV1_ELYCH	Histone H3		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	107	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
Q9ATC3	unreviewed	Q9ATC3_VAULI	Phosphoribulokinase (EC 2.7.1.19)	prk	Vaucheria litorea (Yellow-green alga)	405	GO:0005524; GO:0008974; GO:0016310; GO:0019253
Q9GGQ1	unreviewed	Q9GGQ1_VAULI	Multifunctional fusion protein [Includes: Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit); Ribulose bisphosphate carboxylase small subunit, chloroplastic]	rbcS RBCS	Vaucheria litorea (Yellow-green alga)	139	GO:0009507; GO:0016984; GO:0019253
A0A096XEJ4	unreviewed	A0A096XEJ4_ELYCH	Histone H3	H3	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	100	GO:0000786; GO:0003677; GO:0030527; GO:0046982
A0A1S5V2M3	unreviewed	A0A1S5V2M3_ELYCH	Uncharacterized protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	143	
A0A1S5V2M5	unreviewed	A0A1S5V2M5_ELYCH	PHD zinc finger domain protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	377	
A0A1S5V2M9	unreviewed	A0A1S5V2M9_ELYCH	Pol-like protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	209	
A0A1S5V2N0	unreviewed	A0A1S5V2N0_ELYCH	Endonuclease/exonuclease/phosphatase family protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	GO:0004519; GO:0004527
A0A1S5V2N1	unreviewed	A0A1S5V2N1_ELYCH	Env-like protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	197	GO:0016020
A0A1S5V2N5	unreviewed	A0A1S5V2N5_ELYCH	Uncharacterized protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	136	
A0A1S5V2N7	unreviewed	A0A1S5V2N7_ELYCH	Uncharacterized protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	79	
A0A1S5V2N8	unreviewed	A0A1S5V2N8_ELYCH	Reverse transcriptase domain protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	241	GO:0003964
A0A1S5V2N9	unreviewed	A0A1S5V2N9_ELYCH	Uncharacterized protein		Elysia chlorotica (Eastern emerald elysia) (Sea slug)	78	
A0A3S0Z0Z5	unreviewed	A0A3S0Z0Z5_ELYCH	Uncharacterized protein	EGW08_023856	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	136	
A0A3S0Z108	unreviewed	A0A3S0Z108_ELYCH	Uncharacterized protein	EGW08_023838	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	287	
A0A3S0Z118	unreviewed	A0A3S0Z118_ELYCH	Uncharacterized protein	EGW08_023824	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	156	
A0A3S0Z128	unreviewed	A0A3S0Z128_ELYCH	FAR1 domain-containing protein	EGW08_023808	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A3S0Z142	unreviewed	A0A3S0Z142_ELYCH	Uncharacterized protein	EGW08_023782	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A3S0Z150	unreviewed	A0A3S0Z150_ELYCH	Integrase catalytic domain-containing protein	EGW08_023768	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	385	GO:0003676; GO:0015074
A0A3S0Z159	unreviewed	A0A3S0Z159_ELYCH	Uncharacterized protein	EGW08_023755 EGW08_023792 EGW08_023793 EGW08_023828 EGW08_023834 EGW08_023835	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	78	
A0A3S0Z169	unreviewed	A0A3S0Z169_ELYCH	Uncharacterized protein	EGW08_023743	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A3S0Z183	unreviewed	A0A3S0Z183_ELYCH	Reverse transcriptase domain-containing protein	EGW08_023727	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	730	GO:0003676; GO:0010181; GO:0015074
A0A3S0Z192	unreviewed	A0A3S0Z192_ELYCH	RRM domain-containing protein	EGW08_023714	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	494	GO:0003723
A0A3S0Z1A4	unreviewed	A0A3S0Z1A4_ELYCH	ShKT domain-containing protein	EGW08_023693	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	105	
A0A3S0Z1B4	unreviewed	A0A3S0Z1B4_ELYCH	arginine--tRNA ligase (EC 6.1.1.19)	EGW08_023674	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	120	GO:0004814; GO:0005524; GO:0006420
A0A3S0Z1C5	unreviewed	A0A3S0Z1C5_ELYCH	BZIP domain-containing protein	EGW08_023658	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	140	
A0A3S0Z1D4	unreviewed	A0A3S0Z1D4_ELYCH	Uncharacterized protein	EGW08_023641	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	242	
A0A3S0Z1E1	unreviewed	A0A3S0Z1E1_ELYCH	CxC2-like cysteine cluster KDZ transposase-associated domain-containing protein	EGW08_023630	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	638	
A0A3S0Z1E9	unreviewed	A0A3S0Z1E9_ELYCH	Uncharacterized protein	EGW08_023612	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	122	GO:0000166; GO:0003924
A0A3S0Z1F9	unreviewed	A0A3S0Z1F9_ELYCH	MCM OB domain-containing protein	EGW08_023597	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	408	GO:0003677; GO:0005524; GO:0032508
A0A3S0Z1H7	unreviewed	A0A3S0Z1H7_ELYCH	Uncharacterized protein	EGW08_023564	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	339	GO:0003676
A0A3S0Z1I7	unreviewed	A0A3S0Z1I7_ELYCH	Peptidase A2 domain-containing protein	EGW08_023545	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	501	GO:0004190; GO:0006508
A0A3S0Z1J4	unreviewed	A0A3S0Z1J4_ELYCH	Mos1 transposase HTH domain-containing protein	EGW08_023527	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	403	GO:0003676; GO:0046982
A0A3S0Z1K3	unreviewed	A0A3S0Z1K3_ELYCH	Cyclin-dependent kinase 2-interacting protein	EGW08_023512	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	214	
A0A3S0Z1L0	unreviewed	A0A3S0Z1L0_ELYCH	GST C-terminal domain-containing protein	EGW08_023494	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	267	
A0A3S0Z1M0	unreviewed	A0A3S0Z1M0_ELYCH	Integrase catalytic domain-containing protein	EGW08_023480	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	521	GO:0003676
A0A3S0Z1M9	unreviewed	A0A3S0Z1M9_ELYCH	YqaJ viral recombinase domain-containing protein	EGW08_023461	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	310	
A0A3S0Z1N4	unreviewed	A0A3S0Z1N4_ELYCH	Ribonucleotide reductase large subunit C-terminal domain-containing protein	EGW08_023446	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	311	
A0A3S0Z1Q2	unreviewed	A0A3S0Z1Q2_ELYCH	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	EGW08_023422	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	275	GO:0045261; GO:0046933
A0A3S0Z1R8	unreviewed	A0A3S0Z1R8_ELYCH	Uncharacterized protein	EGW08_023387	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	199	
A0A3S0Z1S5	unreviewed	A0A3S0Z1S5_ELYCH	Uncharacterized protein	EGW08_023371	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	114	
A0A3S0Z1T5	unreviewed	A0A3S0Z1T5_ELYCH	FR47-like domain-containing protein	EGW08_023353	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	229	GO:0016747
A0A3S0Z1U4	unreviewed	A0A3S0Z1U4_ELYCH	Uncharacterized protein	EGW08_023340	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	355	GO:0016020
A0A3S0Z1V3	unreviewed	A0A3S0Z1V3_ELYCH	Uncharacterized protein	EGW08_023325	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	GO:0016020
A0A3S0Z1W2	unreviewed	A0A3S0Z1W2_ELYCH	Guanylate cyclase domain-containing protein	EGW08_023310	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	217	GO:0009190; GO:0016849; GO:0035556
A0A3S0Z1X1	unreviewed	A0A3S0Z1X1_ELYCH	SWIM-type domain-containing protein	EGW08_023292	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	505	GO:0008270
A0A3S0Z1Y1	unreviewed	A0A3S0Z1Y1_ELYCH	SAM domain-containing protein	EGW08_023274	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	139	
A0A3S0Z1Y9	unreviewed	A0A3S0Z1Y9_ELYCH	DUF1330 domain-containing protein	EGW08_023255	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	249	
A0A3S0Z1Z8	unreviewed	A0A3S0Z1Z8_ELYCH	Ketoreductase (KR) domain-containing protein	EGW08_023234	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	745	GO:0008168
A0A3S0Z208	unreviewed	A0A3S0Z208_ELYCH	L-serine ammonia-lyase	EGW08_023215	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	397	GO:0003941; GO:0006094; GO:0046872; GO:0051539
A0A3S0Z215	unreviewed	A0A3S0Z215_ELYCH	SUN domain-containing protein	EGW08_023193	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	305	
A0A3S0Z223	unreviewed	A0A3S0Z223_ELYCH	Uncharacterized protein	EGW08_023170	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	298	
A0A3S0Z232	unreviewed	A0A3S0Z232_ELYCH	Membrane insertase YidC/Oxa/ALB C-terminal domain-containing protein	EGW08_023155	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	181	GO:0031090; GO:0032977
A0A3S0Z247	unreviewed	A0A3S0Z247_ELYCH	N-acetyltransferase domain-containing protein	EGW08_023138	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	379	GO:0016747
A0A3S0Z267	unreviewed	A0A3S0Z267_ELYCH	VWFD domain-containing protein	EGW08_023098	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1340	GO:0016020
A0A3S0Z276	unreviewed	A0A3S0Z276_ELYCH	Fe2OG dioxygenase domain-containing protein	EGW08_023079	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	122	
A0A3S0Z286	unreviewed	A0A3S0Z286_ELYCH	LRRCT domain-containing protein	EGW08_023069	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	774	GO:0016020
A0A3S0Z2A7	unreviewed	A0A3S0Z2A7_ELYCH	Ribosomal RNA methyltransferase FtsJ domain-containing protein	EGW08_023043	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	204	GO:0001510; GO:0008168
A0A3S0Z2C7	unreviewed	A0A3S0Z2C7_ELYCH	ERCC4 domain-containing protein	EGW08_023005	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	626	
A0A3S0Z2D5	unreviewed	A0A3S0Z2D5_ELYCH	Prokineticin domain-containing protein	EGW08_022989	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	141	
A0A3S0Z2E7	unreviewed	A0A3S0Z2E7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_022965	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	684	GO:0016020
A0A3S0Z2F6	unreviewed	A0A3S0Z2F6_ELYCH	Trafficking protein particle complex subunit 10	EGW08_022949	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	382	GO:0048193; GO:1990071
A0A3S0Z2G6	unreviewed	A0A3S0Z2G6_ELYCH	Uncharacterized protein	EGW08_022925	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	129	
A0A3S0Z2H5	unreviewed	A0A3S0Z2H5_ELYCH	Protein FAM98A	EGW08_022906	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	479	GO:0016020
A0A3S0Z2J7	unreviewed	A0A3S0Z2J7_ELYCH	Uncharacterized protein	EGW08_022871	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A3S0Z2L7	unreviewed	A0A3S0Z2L7_ELYCH	Uncharacterized protein	EGW08_022825	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	422	GO:0005525
A0A3S0Z2M9	unreviewed	A0A3S0Z2M9_ELYCH	TRAF-type domain-containing protein	EGW08_022811	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	262	GO:0008270
A0A3S0Z2Q1	unreviewed	A0A3S0Z2Q1_ELYCH	Transmembrane protein 70	EGW08_022765	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	270	GO:0016020
A0A3S0Z2S1	unreviewed	A0A3S0Z2S1_ELYCH	CUB domain-containing protein	EGW08_022734	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	440	
A0A3S0Z2T2	unreviewed	A0A3S0Z2T2_ELYCH	EGF-like domain-containing protein	EGW08_022714	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	591	GO:0005044; GO:0016020
A0A3S0Z2U0	unreviewed	A0A3S0Z2U0_ELYCH	C-type lectin domain-containing protein	EGW08_022696	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	643	GO:0016020
A0A3S0Z2V5	unreviewed	A0A3S0Z2V5_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_022680	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	253	GO:0016020
A0A3S0Z2W4	unreviewed	A0A3S0Z2W4_ELYCH	Uncharacterized protein	EGW08_022664	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	644	
A0A3S0Z2Z5	unreviewed	A0A3S0Z2Z5_ELYCH	FCP1 homology domain-containing protein	EGW08_022608	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	171	
A0A3S0Z304	unreviewed	A0A3S0Z304_ELYCH	Serine/threonine specific protein phosphatases domain-containing protein	EGW08_022604	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	423	GO:0033192; GO:0097720
A0A3S0Z314	unreviewed	A0A3S0Z314_ELYCH	Uncharacterized protein	EGW08_022583	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	325	
A0A3S0Z325	unreviewed	A0A3S0Z325_ELYCH	CN hydrolase domain-containing protein	EGW08_022576	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	229	GO:0006807
A0A3S0Z335	unreviewed	A0A3S0Z335_ELYCH	Uncharacterized protein	EGW08_022549	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	321	
A0A3S0Z347	unreviewed	A0A3S0Z347_ELYCH	Uncharacterized protein	EGW08_022527	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	165	
A0A3S0Z356	unreviewed	A0A3S0Z356_ELYCH	Uncharacterized protein	EGW08_022506	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	211	
A0A3S0Z367	unreviewed	A0A3S0Z367_ELYCH	SSD domain-containing protein	EGW08_022489	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	987	GO:0016020
A0A3S0Z381	unreviewed	A0A3S0Z381_ELYCH	Glutathione transferase	EGW08_022470	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	205	
A0A3S0Z389	unreviewed	A0A3S0Z389_ELYCH	Uncharacterized protein	EGW08_022460	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	282	
A0A3S0Z3A1	unreviewed	A0A3S0Z3A1_ELYCH	Methyltransferase FkbM domain-containing protein	EGW08_022444	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	526	
A0A3S0Z3B1	unreviewed	A0A3S0Z3B1_ELYCH	Uncharacterized protein	EGW08_022426	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	258	GO:0016020
A0A3S0Z3B7	unreviewed	A0A3S0Z3B7_ELYCH	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	EGW08_023858	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	134	GO:0016614; GO:0050660
A0A3S0Z3C2	unreviewed	A0A3S0Z3C2_ELYCH	Uncharacterized protein	EGW08_022409	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A3S0Z3C9	unreviewed	A0A3S0Z3C9_ELYCH	Ig-like domain-containing protein	EGW08_023841	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	116	
A0A3S0Z3D1	unreviewed	A0A3S0Z3D1_ELYCH	C2 domain-containing protein	EGW08_022386	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	264	
A0A3S0Z3D7	unreviewed	A0A3S0Z3D7_ELYCH	Uncharacterized protein	EGW08_023826	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	262	GO:0016020
A0A3S0Z3E0	unreviewed	A0A3S0Z3E0_ELYCH	Uncharacterized protein	EGW08_022354	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	794	
A0A3S0Z3E7	unreviewed	A0A3S0Z3E7_ELYCH	Uncharacterized protein	EGW08_023810	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	407	
A0A3S0Z3E9	unreviewed	A0A3S0Z3E9_ELYCH	HIT domain-containing protein	EGW08_022341	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	121	GO:0003824
A0A3S0Z3F9	unreviewed	A0A3S0Z3F9_ELYCH	COMM domain-containing protein 1	EGW08_022322	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	190	GO:0055070
A0A3S0Z3G6	unreviewed	A0A3S0Z3G6_ELYCH	DNA2/NAM7 helicase helicase domain-containing protein	EGW08_023771	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	383	GO:0004386
A0A3S0Z3G9	unreviewed	A0A3S0Z3G9_ELYCH	Uncharacterized protein	EGW08_022303	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	503	
A0A3S0Z3I4	unreviewed	A0A3S0Z3I4_ELYCH	Uncharacterized protein	EGW08_023745	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	113	
A0A3S0Z3I7	unreviewed	A0A3S0Z3I7_ELYCH	Reverse transcriptase domain-containing protein	EGW08_023732	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1041	GO:0003824
A0A3S0Z3J0	unreviewed	A0A3S0Z3J0_ELYCH	Uncharacterized protein	EGW08_023715	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	235	
A0A3S0Z3J9	unreviewed	A0A3S0Z3J9_ELYCH	Uncharacterized protein	EGW08_023695	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	133	
A0A3S0Z3K5	unreviewed	A0A3S0Z3K5_ELYCH	Uncharacterized protein	EGW08_022252	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	322	
A0A3S0Z3K8	unreviewed	A0A3S0Z3K8_ELYCH	Uncharacterized protein	EGW08_023677	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	211	
A0A3S0Z3L5	unreviewed	A0A3S0Z3L5_ELYCH	Uncharacterized protein	EGW08_022220	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	173	GO:0016020
A0A3S0Z3L6	unreviewed	A0A3S0Z3L6_ELYCH	CARD domain-containing protein	EGW08_023663	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	246	
A0A3S0Z3M5	unreviewed	A0A3S0Z3M5_ELYCH	Uncharacterized protein	EGW08_023647	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	143	GO:0016020
A0A3S0Z3M7	unreviewed	A0A3S0Z3M7_ELYCH	Uncharacterized protein	EGW08_022197	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	201	
A0A3S0Z3N3	unreviewed	A0A3S0Z3N3_ELYCH	Uncharacterized protein	EGW08_023631	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	105	
A0A3S0Z3N8	unreviewed	A0A3S0Z3N8_ELYCH	PiggyBac transposable element-derived protein domain-containing protein	EGW08_022182	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	241	
A0A3S0Z3P1	unreviewed	A0A3S0Z3P1_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_023619	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	658	
A0A3S0Z3P8	unreviewed	A0A3S0Z3P8_ELYCH	TFIIS central domain-containing protein	EGW08_023601	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	348	
A0A3S0Z3Q2	unreviewed	A0A3S0Z3Q2_ELYCH	Prokaryotic-type class I peptide chain release factors domain-containing protein	EGW08_023580	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	206	GO:0003747
A0A3S0Z3R3	unreviewed	A0A3S0Z3R3_ELYCH	chitin synthase (EC 2.4.1.16)	EGW08_023565	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	322	GO:0004100; GO:0016020
A0A3S0Z3S0	unreviewed	A0A3S0Z3S0_ELYCH	IMP dehydrogenase/GMP reductase domain-containing protein	EGW08_023548	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	278	GO:0003938; GO:0006164; GO:0046872
A0A3S0Z3S7	unreviewed	A0A3S0Z3S7_ELYCH	Uncharacterized protein	EGW08_023525 EGW08_023640 EGW08_023697 EGW08_023719	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	72	GO:0003678; GO:0006281; GO:0006310
A0A3S0Z3T3	unreviewed	A0A3S0Z3T3_ELYCH	FAD/NAD(P)-binding domain-containing protein	EGW08_022163	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	140	GO:0016491; GO:0045454; GO:0050660
A0A3S0Z3T4	unreviewed	A0A3S0Z3T4_ELYCH	Uncharacterized protein	EGW08_023514	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	319	
A0A3S0Z3U1	unreviewed	A0A3S0Z3U1_ELYCH	Aromatic-L-amino-acid decarboxylase	EGW08_023502	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	292	GO:0006520; GO:0016831; GO:0030170
A0A3S0Z3U8	unreviewed	A0A3S0Z3U8_ELYCH	SRCR domain-containing protein	EGW08_022151	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	249	GO:0016020
A0A3S0Z3V1	unreviewed	A0A3S0Z3V1_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_023485	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	149	GO:0016020; GO:0022857
A0A3S0Z3V9	unreviewed	A0A3S0Z3V9_ELYCH	Reverse transcriptase RNase H-like domain-containing protein	EGW08_022129	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	321	
A0A3S0Z3W3	unreviewed	A0A3S0Z3W3_ELYCH	Amino acid permease/ SLC12A domain-containing protein	EGW08_023449	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	235	GO:0016020; GO:0022857
A0A3S0Z3W9	unreviewed	A0A3S0Z3W9_ELYCH	Uncharacterized protein	EGW08_022117	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	193	
A0A3S0Z3X0	unreviewed	A0A3S0Z3X0_ELYCH	Uncharacterized protein	EGW08_023436	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	192	GO:0016020
A0A3S0Z3Y1	unreviewed	A0A3S0Z3Y1_ELYCH	VWFA domain-containing protein	EGW08_023425	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	333	GO:0005544
A0A3S0Z3Y5	unreviewed	A0A3S0Z3Y5_ELYCH	Uncharacterized protein	EGW08_023406	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	778	GO:0005634; GO:0016571; GO:0042054
A0A3S0Z3Y9	unreviewed	A0A3S0Z3Y9_ELYCH	Uncharacterized protein	EGW08_022085	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	231	GO:0016020
A0A3S0Z3Z3	unreviewed	A0A3S0Z3Z3_ELYCH	C2H2-type domain-containing protein	EGW08_023389	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	466	
A0A3S0Z3Z9	unreviewed	A0A3S0Z3Z9_ELYCH	Uncharacterized protein	EGW08_022059	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	409	
A0A3S0Z409	unreviewed	A0A3S0Z409_ELYCH	Corticotropin-releasing factor domain-containing protein	EGW08_022048	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	307	
